CAS,Name,Formula,Mw,Elements,InChi,SMILES,alkane,methyl,alkene,alkyne,alcohols,amines,nitriles,aromatics,alkyl halides,esters,ketones,aldehydes,carboxylic acids,ether,acyl halides,amides,nitro
5334-43-0,5-Amino-4-cyano-1-phenyl pyrazole,C10H8N4,184.07489627564,"['C', 'H', 'N']","InChI=1/C10H8N4/c11-6-8-7-13-14(10(8)12)9-4-2-1-3-5-9/h1-5,7H,12H2",Nc1n(ncc1C#N)c2ccccc2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53348-04-2,"9,10-Phenanthrenediamine",C14H12N2,208.100048395732,"['C', 'H', 'N']","InChI=1/C14H12N2/c15-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(13)16/h1-8H,15-16H2",Nc1c(N)c2ccccc2c3ccccc13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5334-87-2,2-Hexane isothiocyanate,C7H13NS,143.076870597953,"['C', 'H', 'N', 'S']","InChI=1/C7H13NS/c1-3-4-5-7(2)8-6-9/h7H,3-5H2,1-2H3",CCCCC(C)N=C=S,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5334-99-6,"1H-pyrazolo[3,4-d]pyrimidine, 4-amino-1-methyl-",C6H7N5,149.070145247833,"['C', 'H', 'N']","InChI=1/C6H7N5/c1-11-6-4(2-10-11)5(7)8-3-9-6/h2-3H,1H3,(H2,7,8,9)/f/h7H2",Cn1ncc2c(N)ncnc12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5335-24-0,"3,5-Dichloro[1,1'-biphenyl]-2-ol",C12H8Cl2O,237.9952202422237,"['C', 'H', 'Cl', 'O']","InChI=1/C12H8Cl2O/c13-9-6-10(12(15)11(14)7-9)8-4-2-1-3-5-8/h1-7,15H",Oc1c(Cl)cc(Cl)cc1c2ccccc2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5335-26-2,"1-(2-Chloroethoxy)-2-(2,2,4,6 tetrachlorophenoxy)ethane",C10H9Cl5O2,335.9045179411444,"['C', 'H', 'Cl', 'O']","InChI=1/C10H9Cl5O2/c11-1-2-16-3-4-17-10-7(13)5-6(12)8(14)9(10)15/h5H,1-4H2",ClCCOCCOc1c(Cl)cc(Cl)c(Cl)c1Cl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
533-58-4,"Phenol, 2-iodo-",C6H5IO,219.9385117197667,"['C', 'H', 'I', 'O']","InChI=1/C6H5IO/c7-5-3-1-2-4-6(5)8/h1-4,8H",Oc1ccccc1I,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5336-22-1,"2,2'-Thiobis(4-bromophenol)",C12H8Br2O2S,373.8611758994693,"['C', 'H', 'Br', 'O', 'S']","InChI=1/C12H8Br2O2S/c13-7-1-3-9(15)11(5-7)17-12-6-8(14)2-4-10(12)16/h1-6,15-16H",Oc1ccc(Br)cc1Sc2cc(Br)ccc2O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5336-57-2,"Butyronitrile, 2-ethyl-2-phenyl-",C12H15N,173.120449488017,"['C', 'H', 'N']","InChI=1/C12H15N/c1-3-12(4-2,10-13)11-8-6-5-7-9-11/h5-9H,3-4H2,1-2H3",CCC(CC)(C#N)c1ccccc1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533-68-6,"Butanoic acid, 2-bromo-, ethyl ester",C6H11BrO2,193.9942422077724,"['C', 'H', 'Br', 'O']","InChI=1/C6H11BrO2/c1-3-5(7)6(8)9-4-2/h5H,3-4H2,1-2H3",CCOC(=O)C(Br)CC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5337-03-1,Tetrahydropyran-4-carboxylic acid,C6H10O3,130.0629941811051,"['C', 'H', 'O']","InChI=1/C6H10O3/c7-6(8)5-1-3-9-4-2-5/h5H,1-4H2,(H,7,8)/f/h7H",OC(=O)C1CCOCC1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
533-73-3,"1,2,4-Benzenetriol",C6H6O3,126.0316940521491,"['C', 'H', 'O']","InChI=1/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H",Oc1ccc(O)c(O)c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5337-41-7,Trioctadecoxyborane (n),C54H111BO3,817.8662593913441,"['C', 'H', 'B', 'O']","InChI=1/C54H111BO3/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-56-55(57-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2)58-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3/h4-54H2,1-3H3",CCCCCCCCCCCCCCCCCCOB(OCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533-75-5,"2,4,6-Cycloheptatrien-1-one, 2-hydroxy-",C7H6O2,122.0367794325774,"['C', 'H', 'O']","InChI=1/C7H6O2/c8-6-4-2-1-3-5-7(6)9/h1-5H,(H,8,9)/f/h8H",OC1=CC=CC=CC1=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5337-79-1,3-(4-Pyridyl)acrylic acid,C8H7NO2,149.04767846924838,"['C', 'H', 'N', 'O']","InChI=1/C8H7NO2/c10-8(11)2-1-7-3-5-9-6-4-7/h1-6H,(H,10,11)/b2-1+/f/h10H",OC(=O)/C=C/c1ccncc1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5337-93-9,4'-Methylpropiophenone,C10H12O,148.0888150064397,"['C', 'H', 'O']","InChI=1/C10H12O/c1-3-10(11)9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",CCC(=O)c1ccc(C)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
533-87-9,Aleuritic acid,C16H32O5,304.2249741295065,"['C', 'H', 'O']","InChI=1/C16H32O5/c17-13-9-5-4-7-11-15(19)14(18)10-6-2-1-3-8-12-16(20)21/h14-15,17-19H,1-13H2,(H,20,21)/f/h20H",OCCCCCCC(O)C(O)CCCCCCCC(O)=O,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53392-43-1,"Propionic acid, 2,2-diphenyl-3-mercapto-, &#946;-thiolactone",C15H12OS,240.0608861808537,"['C', 'H', 'O', 'S']","InChI=1/C15H12OS/c16-14-15(11-17-14,12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10H,11H2",O=C1SCC1(c2ccccc2)c3ccccc3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5339-26-4,1-Bromo-2-(4-nitrophenyl)ethane,C8H8BrNO2,228.97384111548735,"['C', 'H', 'Br', 'N', 'O']","InChI=1/C8H8BrNO2/c9-6-5-7-1-3-8(4-2-7)10(11)12/h1-4H,5-6H2",[O-][N+](=O)c1ccc(CCBr)cc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
533-98-2,"Butane, 1,2-dibromo-",C4H8Br2,213.899275485912,"['C', 'H', 'Br']","InChI=1/C4H8Br2/c1-2-4(6)3-5/h4H,2-3H2,1H3",CCC(Br)CBr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53399-81-8,Ethyl 2-methyl-4-pentanoate,C8H14O2,142.0993796904894,"['C', 'H', 'O']","InChI=1/C8H14O2/c1-4-6-7(3)8(9)10-5-2/h4,7H,1,5-6H2,2-3H3",CCOC(=O)C(C)CC=C,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5340-36-3,"3-Octanol, 3-methyl-",C9H20O,144.1514152643517,"['C', 'H', 'O']","InChI=1/C9H20O/c1-4-6-7-8-9(3,10)5-2/h10H,4-8H2,1-3H3",CCCCCC(C)(O)CC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5340-64-7,"2,2-Dimethyl-3-octanone",C10H20O,156.1514152643517,"['C', 'H', 'O']","InChI=1/C10H20O/c1-5-6-7-8-9(11)10(2,3)4/h5-8H2,1-4H3",CCCCCC(=O)C(C)(C)C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
534-07-6,"1,3-Dichloro-2-propanone",C3H4Cl2O,125.96392011326768,"['C', 'H', 'Cl', 'O']",InChI=1/C3H4Cl2O/c4-1-3(6)2-5/h1-2H2,ClCC(=O)CCl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5340-78-3,"Ethyl 3,3-dimethylbutyrate",C8H16O2,144.1150297549674,"['C', 'H', 'O']","InChI=1/C8H16O2/c1-5-10-7(9)6-8(2,3)4/h5-6H2,1-4H3",CCOC(=O)CC(C)(C)C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5340-96-5,3-Hydroxy-4-methyl-6-chloro-thionaphthene,C9H7ClOS,197.9906137020287,"['C', 'H', 'Cl', 'O', 'S']","InChI=1/C9H7ClOS/c1-5-2-6(10)3-8-9(5)7(11)4-12-8/h2-4,11H,1H3",Cc1cc(Cl)cc2scc(O)c12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534-15-6,"Ethane, 1,1-dimethoxy-",C4H10O2,90.06807956153341,"['C', 'H', 'O']","InChI=1/C4H10O2/c1-4(5-2)6-3/h4H,1-3H3",COC(C)OC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5341-58-2,"3-Hydroxy-2-naphthoic acid, hydrazide",C11H10N2O2,202.0742275703974,"['C', 'H', 'N', 'O']","InChI=1/C11H10N2O2/c12-13-11(15)9-5-7-3-1-2-4-8(7)6-10(9)14/h1-6,14H,12H2,(H,13,15)/f/h13H",NNC(=O)c1cc2ccccc2cc1O,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5341-61-7,Hydrazine dihydrochloride,Cl2H6N2,103.990803567038,"['Cl', 'H', 'N']",InChI=1/ClH.H4N2/c;1-2/h1H;1-2H2/fCl.H4N2.H/h1h;;/q-1;;+1,[H+].[Cl-].NN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534-22-5,"Furan, 2-methyl-",C5H6O,82.0418648130057,"['C', 'H', 'O']","InChI=1/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",Cc1occc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5343-16-8,"Amine, difurfuryl, octahydro-",C10H19NO2,185.1415788561164,"['C', 'H', 'N', 'O']","InChI=1/C10H19NO2/c1-3-9(12-5-1)7-11-8-10-4-2-6-13-10/h9-11H,1-8H2",C1COC(C1)CNCC2CCCO2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5344-78-5,4-Bromo-3-nitroanisole,C7H6BrNO3,230.95310567058107,"['C', 'H', 'Br', 'N', 'O']","InChI=1/C7H6BrNO3/c1-12-5-2-3-6(8)7(4-5)9(10)11/h2-4H,1H3",COc1ccc(Br)c(c1)[N+]([O-])=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5344-88-7,Benzil monohydrazone,C14H12N2O,224.09496301530368,"['C', 'H', 'N', 'O']","InChI=1/C14H12N2O/c15-16-13(11-7-3-1-4-8-11)14(17)12-9-5-2-6-10-12/h1-10H,15H2/b16-13+",N\N=C(/c1ccccc1)C(=O)c2ccccc2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5344-90-1,2-Aminobenzyl alcohol,C7H9NO,123.0684139141547,"['C', 'H', 'N', 'O']","InChI=1/C7H9NO/c8-7-4-2-1-3-6(7)5-9/h1-4,9H,5,8H2",Nc1ccccc1CO,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5344-97-8,"3,5-Xylenol, 4-nitro-,",C8H9NO3,167.0582431532981,"['C', 'H', 'N', 'O']","InChI=1/C8H9NO3/c1-5-3-7(10)4-6(2)8(5)9(11)12/h3-4,10H,1-2H3",Cc1cc(O)cc(C)c1[N+]([O-])=O,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
534-51-0,"Alanine, (3,5-diiodo-4-(-p-hydroxyphenoxy)phenyl)-",C15H13I2NO4,524.8934017798258,"['C', 'H', 'I', 'N', 'O']","InChI=1/C15H13I2NO4/c16-11-5-8(7-13(18)15(20)21)6-12(17)14(11)22-10-3-1-9(19)2-4-10/h1-6,13,19H,7,18H2,(H,20,21)/f/h20H",NC(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(O)=O,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
534-52-1,"Phenol, 2-methyl-4,6-dinitro-",C7H6N2O5,198.0276713001565,"['C', 'H', 'N', 'O']","InChI=1/C7H6N2O5/c1-4-2-5(8(11)12)3-6(7(4)10)9(13)14/h2-3,10H,1H3",Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5345-89-1,"2,6-Dichlorocinnamic acid",C9H6Cl2O2,215.9744847973174,"['C', 'H', 'Cl', 'O']","InChI=1/C9H6Cl2O2/c10-7-2-1-3-8(11)6(7)4-5-9(12)13/h1-5H,(H,12,13)/b5-4+/f/h12H",OC(=O)/C=C/c1c(Cl)cccc1Cl,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5346-90-7,Alpha-D-cellobiose octaacetate,C28H38O19,678.2007289969443,"['C', 'H', 'O']","InChI=1/C28H38O19/c1-11(29)37-9-19-21(39-13(3)31)23(40-14(4)32)26(43-17(7)35)28(46-19)47-22-20(10-38-12(2)30)45-27(44-18(8)36)25(42-16(6)34)24(22)41-15(5)33/h19-28H,9-10H2,1-8H3",CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5347-12-6,"2,4-Dinitrothiophene",C4H2N2O4S,173.9735277260428,"['C', 'H', 'N', 'O', 'S']",InChI=1/C4H2N2O4S/c7-5(8)3-1-4(6(9)10)11-2-3/h1-2H,[O-][N+](=O)c1scc(c1)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5347-15-9,5-Bromo-6-methoxy-8-nitroquinoline,C10H7BrN2O3,281.96400470725206,"['C', 'H', 'Br', 'N', 'O']","InChI=1/C10H7BrN2O3/c1-16-8-5-7(13(14)15)10-6(9(8)11)3-2-4-12-10/h2-5H,1H3",COc1cc(c2ncccc2c1Br)[N+]([O-])=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5347-82-0,Dimethane sulfonamide,C2H7NO4S2,172.9816500572198,"['C', 'H', 'N', 'O', 'S']","InChI=1/C2H7NO4S2/c1-8(4,5)3-9(2,6)7/h3H,1-2H3",C[S](=O)(=O)N[S](C)(=O)=O,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5348-07-2,"Phenol, 2-allyl-6-chloro-,",C9H9ClO,168.0341925920927,"['C', 'H', 'Cl', 'O']","InChI=1/C9H9ClO/c1-2-4-7-5-3-6-8(10)9(7)11/h2-3,5-6,11H,1,4H2",Oc1c(Cl)cccc1CC=C,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5348-42-5,"4,5-Dichloro-ortho-phenylenediamine",C6H6Cl2N2,175.99080356703797,"['C', 'H', 'Cl', 'N']","InChI=1/C6H6Cl2N2/c7-3-1-5(9)6(10)2-4(3)8/h1-2H,9-10H2",Nc1cc(Cl)c(Cl)cc1N,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534-85-0,"1,2-Benzenediamine, N-phenyl-",C12H12N2,184.100048395732,"['C', 'H', 'N']","InChI=1/C12H12N2/c13-11-8-4-5-9-12(11)14-10-6-2-1-3-7-10/h1-9,14H,13H2",Nc1ccccc1Nc2ccccc2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5348-74-3,"Vanillic acid, n-butyl ester",C12H16O4,224.1048589941108,"['C', 'H', 'O']","InChI=1/C12H16O4/c1-3-4-7-16-12(14)9-5-6-10(13)11(8-9)15-2/h5-6,8,13H,3-4,7H2,1-2H3",CCCCOC(=O)c1ccc(O)c(OC)c1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5349-60-0,"Benzenemethanol, .alpha.-ethyl-4-methoxy-",C10H14O2,166.0993796904894,"['C', 'H', 'O']","InChI=1/C10H14O2/c1-3-10(11)8-4-6-9(12-2)7-5-8/h4-7,10-11H,3H2,1-2H3",CCC(O)c1ccc(OC)cc1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5349-63-3,"Ethanol, 2-[4-(1-methylpropyl)phenoxy]-",C12H18O2,194.13067981944545,"['C', 'H', 'O']","InChI=1/C12H18O2/c1-3-10(2)11-4-6-12(7-5-11)14-9-8-13/h4-7,10,13H,3,8-9H2,1-2H3",CCC(C)c1ccc(OCCO)cc1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5349-80-4,"Acetohydroxamic acid, 2-amino-",C2H6N2O2,90.0429274414414,"['C', 'H', 'N', 'O']","InChI=1/C2H6N2O2/c3-1-2(5)4-6/h6H,1,3H2,(H,4,5)/f/h4H",NCC(=O)NO,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5349-99-5,"1,2,3-Propenetricarboxylic acid, triethyl ester",C12H18O6,258.1103382977322,"['C', 'H', 'O']","InChI=1/C12H8Cl2FNO2S/c13-8-1-6-11(14)12(7-8)16-19(17,18)10-4-2-9(15)3-5-10/h1-7,16H",Fc1ccc(cc1)[S](=O)(=O)Nc2cc(Cl)ccc2Cl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350-56-1,"p-Anisidine, 2,6-dinitro-,",C7H7N3O5,213.0385703368275,"['C', 'H', 'N', 'O']","InChI=1/C7H7N3O5/c1-15-4-2-5(9(11)12)7(8)6(3-4)10(13)14/h2-3H,8H2,1H3",COc1cc(c(N)c(c1)[N+]([O-])=O)[N+]([O-])=O,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53510-18-2,5-Methyl-3-heptene,C8H16,112.125200515824,"['C', 'H']","InChI=1/C8H16/c1-4-6-7-8(3)5-2/h6-8H,4-5H2,1-3H3/b7-6+",CC/C=C/C(C)CC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535-11-5,"Propanoic acid, 2-bromo-, ethyl ester",C5H9BrO2,179.9785921432944,"['C', 'H', 'Br', 'O']","InChI=1/C5H9BrO2/c1-3-8-5(7)4(2)6/h4H,3H2,1-2H3",CCOC(=O)C(C)Br,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5351-23-5,"P-hydroxybenzoic acid, hydrazide",C7H8N2O2,152.0585775059194,"['C', 'H', 'N', 'O']","InChI=1/C7H8N2O2/c8-9-7(11)5-1-3-6(10)4-2-5/h1-4,10H,8H2,(H,9,11)/f/h9H",NNC(=O)c1ccc(O)cc1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53548-21-3,"Propionic acid, 2-(2,4,6-trichlorophenoxy)-,",C9H7Cl3O3,267.9460771314981,"['C', 'H', 'Cl', 'O']","InChI=1/C9H7Cl3O3/c10-5-3-6(11)9(7(12)4-5)15-2-1-8(13)14/h3-4H,1-2H2,(H,13,14)/f/h13H",OC(=O)CCOc1c(Cl)cc(Cl)cc1Cl,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5355-68-0,N-Isopropyl-4-piperidone,C8H15NO,141.1153641075887,"['C', 'H', 'N', 'O']","InChI=1/C8H15NO/c1-7(2)9-5-3-8(10)4-6-9/h7H,3-6H2,1-2H3/p+1/fC8H16NO/h9H/q+1",CC(C)[NH+]1CCC(=O)CC1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5356-83-2,"Silane, ethenylethoxydimethyl-",C6H14OSi,130.0813916055721,"['C', 'H', 'O', 'Si']","InChI=1/C6H14OSi/c1-5-7-8(3,4)6-2/h6H,2,5H2,1,3-4H3",CCO[Si](C)(C)C=C,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5357-38-0,"Methane, bis(dimethylchlorosilyl)-",C5H14Cl2Si2,200.0011088853948,"['C', 'H', 'Cl', 'Si']","InChI=1/C5H14Cl2Si2/c1-8(2,6)5-9(3,4)7/h5H2,1-4H3",C[Si](C)(Cl)C[Si](C)(C)Cl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53575-08-9,Diethyl 1-naphthylmethylphosphonate,C15H19O3P,278.1071814696831,"['C', 'H', 'O', 'P']","InChI=1/C15H19O3P/c1-3-17-19(16,18-4-2)12-14-10-7-9-13-8-5-6-11-15(13)14/h5-11H,3-4,12H2,1-2H3",CCO[P](=O)(Cc1cccc2ccccc12)OCC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535-77-3,1-Methyl-3-iso-propylbenzene,C10H14,134.109550451346,"['C', 'H']","InChI=1/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3",CC(C)c1cccc(C)c1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535-80-8,"Benzoic acid, 3-chloro-",C7H5ClO2,155.9978070827084,"['C', 'H', 'Cl', 'O']","InChI=1/C7H5ClO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)/f/h9H",OC(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53606-06-7,p-Methylsulfonylbenzyl chloride,C8H9ClO2S,204.0011783860784,"['C', 'H', 'Cl', 'O', 'S']","InChI=1/C8H9ClO2S/c1-12(10,11)8-4-2-7(6-9)3-5-8/h2-5H,6H2,1H3",C[S](=O)(=O)c1ccc(CCl)cc1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536-21-0,"Benzyl alcohol, alpha-(aminomethyl)-m-hydroxy-",C8H11NO2,153.0789785982044,"['C', 'H', 'N', 'O']","InChI=1/C8H11NO2.ClH/c9-5-8(11)6-2-1-3-7(10)4-6;/h1-4,8,10-11H,5,9H2;1H/fC8H12NO2.Cl/h9H;1h/q+1;-1",[Cl-].[NH3+]CC(O)c1cccc(O)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536-25-4,"Benzoic acid, 3-amino-4-hydroxy, methyl ester",C8H9NO3,167.0582431532981,"['C', 'H', 'N', 'O']","InChI=1/C8H9NO3/c1-12-8(11)5-2-3-7(10)6(9)4-5/h2-4,10H,9H2,1H3",COC(=O)c1ccc(O)c(N)c1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
536-40-3,4-Chlorobenzoic acid hydrazide,C7H7ClN2O,170.0246905364787,"['C', 'H', 'Cl', 'N', 'O']","InChI=1/C7H7ClN2O/c8-6-3-1-5(2-4-6)7(11)10-9/h1-4H,9H2,(H,10,11)/f/h10H",NNC(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
